	Model Cluster	p Value Log	Odds Ratio	Description	Antibody	Size	Cluster Site - TF Region Overlap (a)	TF Region Only (b)	Cluster Site Only (c)	Assessed Methylation Background (d)	ENOCDE File
13698	4	-0.0	0.0	encode_v4_hg19 YY1	YY1	11621.0	0	25674	58	459780	ENCFF430PDB.bed
13699	4	-0.0	0.0	encode_v4_hg19 NR1H2	NR1H2	1088.0	0	2581	58	482873	ENCFF434STO.bed
13700	4	-0.0	0.0	encode_v4_hg19 NKX3-1	NKX3-1	13117.0	0	28818	58	456636	ENCFF435AEQ.bed
13701	4	-0.0	0.0	encode_v4_hg19 ZNF212	ZNF212	2431.0	0	3098	58	482356	ENCFF435MHH.bed
13702	4	-0.0	0.0	encode_v4_hg19 MAFK	MAFK	7358.0	0	2654	58	482800	ENCFF436SJS.bed
13703	4	-0.0	0.0	encode_v4_hg19 SOX6	SOX6	1092.0	0	25	58	485429	ENCFF436SNU.bed
13704	4	-0.0	0.0	encode_v4_hg19 ZFP41	ZFP41	369.0	0	699	58	484755	ENCFF438HIV.bed
13705	4	-0.0	0.0	encode_v4_hg19 ZHX3	ZHX3	6756.0	0	13799	58	471655	ENCFF438MZI.bed
13706	4	-0.0	0.0	encode_v4_hg19 E4F1	E4F1	2123.0	0	2584	58	482870	ENCFF439KTZ.bed
13707	4	-0.0	0.0	encode_v4_hg19 ATF3	ATF3	4228.0	0	6911	58	478543	ENCFF440JOS.bed
13708	4	-0.0	0.0	encode_v4_hg19 USF1	USF1	29143.0	0	33266	58	452188	ENCFF442JPI.bed
13709	4	-0.0	0.0	encode_v4_hg19 ZHX2	ZHX2	8896.0	0	20082	58	465372	ENCFF443WEJ.bed
13710	4	-0.0	0.0	encode_v4_hg19 HINFP	HINFP	14244.0	0	34048	58	451406	ENCFF445FCL.bed
13711	4	-0.0	0.0	encode_v4_hg19 TRIM25	TRIM25	3244.0	0	2833	58	482621	ENCFF448LKL.bed
13712	4	-0.0	0.0	encode_v4_hg19 HIVEP1	HIVEP1	4449.0	0	4293	58	481161	ENCFF449JMB.bed
13713	4	-0.0	0.0	encode_v4_hg19 ZNF674	ZNF674	5052.0	0	17127	58	468327	ENCFF450BWT.bed
13714	4	-0.0	0.0	encode_v4_hg19 ZNF316	ZNF316	20255.0	0	8975	58	476479	ENCFF451AEQ.bed
13715	4	-0.0	0.0	encode_v4_hg19 ZNF276	ZNF276	10692.0	0	28831	58	456623	ENCFF451VTH.bed
13716	4	-0.0	0.0	encode_v4_hg19 KLF13	KLF13	9090.0	0	17691	58	467763	ENCFF453MMH.bed
13717	4	-0.0	0.0	encode_v4_hg19 ZNF138	ZNF138	1443.0	0	473	58	484981	ENCFF454RVK.bed
13718	4	-0.0	0.0	encode_v4_hg19 ZBTB44	ZBTB44	5266.0	0	11390	58	474064	ENCFF458IBK.bed
13719	4	-0.0	0.0	encode_v4_hg19 TRIM22	TRIM22	1206.0	0	184	58	485270	ENCFF458VJS.bed
13720	4	-0.0	0.0	encode_v4_hg19 ZBTB33	ZBTB33	4943.0	0	13298	58	472156	ENCFF458VTX.bed
13721	4	-0.0	0.0	encode_v4_hg19 MYC	MYC	5276.0	0	6632	58	478822	ENCFF459QFK.bed
13722	4	-0.0	0.0	encode_v4_hg19 ZBTB5	ZBTB5	3877.0	0	3625	58	481829	ENCFF460GXA.bed
13723	4	-0.0	0.0	encode_v4_hg19 ZNF782	ZNF782	11668.0	0	28881	58	456573	ENCFF462RVE.bed
13724	4	-0.0	0.0	encode_v4_hg19 ZNF597	ZNF597	1365.0	0	2970	58	482484	ENCFF464WKR.bed
13725	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	44334.0	0	18016	58	467438	ENCFF467CVV.bed
13726	4	-0.0	0.0	encode_v4_hg19 SP140L	SP140L	6797.0	0	13844	58	471610	ENCFF467WXB.bed
13727	4	-0.0	0.0	encode_v4_hg19 RNF2	RNF2	4475.0	0	5758	58	479696	ENCFF469DNJ.bed
13728	4	-0.0	0.0	encode_v4_hg19 XBP1	XBP1	3986.0	0	9326	58	476128	ENCFF472DLA.bed
13729	4	-0.0	0.0	encode_v4_hg19 TEF	TEF	7931.0	0	13117	58	472337	ENCFF475HLY.bed
13730	4	-0.0	0.0	encode_v4_hg19 MTF1	MTF1	1833.0	0	1179	58	484275	ENCFF478MAJ.bed
13731	4	-0.0	0.0	encode_v4_hg19 IRF5	IRF5	2082.0	0	3684	58	481770	ENCFF478SRO.bed
13732	4	-0.0	0.0	encode_v4_hg19 ATF5	ATF5	5705.0	0	16497	58	468957	ENCFF482BEV.bed
13733	4	-0.0	0.0	encode_v4_hg19 ZBTB39	ZBTB39	9839.0	0	20210	58	465244	ENCFF482QHM.bed
13734	4	-0.0	0.0	encode_v4_hg19 ELK1	ELK1	670.0	0	1530	58	483924	ENCFF483ERE.bed
13735	4	-0.0	0.0	encode_v4_hg19 ZNF24	ZNF24	6401.0	0	6262	58	479192	ENCFF483YIX.bed
13736	4	-0.0	0.0	encode_v4_hg19 SMAD5	SMAD5	11565.0	0	31360	58	454094	ENCFF485GWN.bed
13737	4	-0.0	0.0	encode_v4_hg19 ELK1	ELK1	443.0	0	1087	58	484367	ENCFF486IUH.bed
13738	4	-0.0	0.0	encode_v4_hg19 YBX1	YBX1	1267.0	0	398	58	485056	ENCFF488IGF.bed
13739	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	57.0	0	57	58	485397	ENCFF490CTJ.bed
13740	4	-0.0	0.0	encode_v4_hg19 PAX8	PAX8	2101.0	0	850	58	484604	ENCFF490MXJ.bed
13741	4	-0.0	0.0	encode_v4_hg19 ZNF695	ZNF695	1690.0	0	1756	58	483698	ENCFF493LZB.bed
13742	4	-0.0	0.0	encode_v4_hg19 KLF13	KLF13	5049.0	0	11416	58	474038	ENCFF494FXL.bed
13743	4	-0.0	0.0	encode_v4_hg19 FOXA1	FOXA1	1012.0	0	241	58	485213	ENCFF497OQD.bed
13744	4	-0.0	0.0	encode_v4_hg19 ZNF707	ZNF707	6187.0	0	17486	58	467968	ENCFF497RWP.bed
13745	4	-0.0	0.0	encode_v4_hg19 FOSL1	FOSL1	8673.0	0	6514	58	478940	ENCFF497SIC.bed
13746	4	-0.0	0.0	encode_v4_hg19 ZNF792	ZNF792	4033.0	0	5693	58	479761	ENCFF499WWI.bed
13747	4	-0.0	0.0	encode_v4_hg19 MTF1	MTF1	4316.0	0	10461	58	474993	ENCFF502QZR.bed
13748	4	-0.0	0.0	encode_v4_hg19 TRAFD1	TRAFD1	5495.0	0	12263	58	473191	ENCFF503IOR.bed
13749	4	-0.0	0.0	encode_v4_hg19 EHF	EHF	6218.0	0	4917	58	480537	ENCFF507RLU.bed
13750	4	-0.0	0.0	encode_v4_hg19 ZNF146	ZNF146	34854.0	0	8298	58	477156	ENCFF509KNA.bed
13751	4	-0.0	0.0	encode_v4_hg19 ZNF592	ZNF592	8771.0	0	6933	58	478521	ENCFF510ZBJ.bed
13752	4	-0.0	0.0	encode_v4_hg19 NR3C1	NR3C1	560.0	0	712	58	484742	ENCFF514SEQ.bed
13753	4	-0.0	0.0	encode_v4_hg19 FOXK1	FOXK1	7634.0	0	15582	58	469872	ENCFF516ZWP.bed
13754	4	-0.0	0.0	encode_v4_hg19 IFI16	IFI16	1564.0	0	712	58	484742	ENCFF518SJY.bed
13755	4	-0.0	0.0	encode_v4_hg19 ZNF382	ZNF382	366.0	0	162	58	485292	ENCFF524CCS.bed
13756	4	-0.0	0.0	encode_v4_hg19 ZNF155	ZNF155	640.0	0	173	58	485281	ENCFF524FZR.bed
13757	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	7195.0	0	5760	58	479694	ENCFF525JGP.bed
13758	4	-0.0	0.0	encode_v4_hg19 NR2F6	NR2F6	3997.0	0	2505	58	482949	ENCFF529SRS.bed
13759	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	1991.0	0	2282	58	483172	ENCFF533OIH.bed
13760	4	-0.0	0.0	encode_v4_hg19 ZNF577	ZNF577	1954.0	0	5187	58	480267	ENCFF535BYF.bed
13761	4	-0.0	0.0	encode_v4_hg19 CHAMP1	CHAMP1	5103.0	0	3407	58	482047	ENCFF541VYN.bed
13762	4	-0.0	0.0	encode_v4_hg19 ZNF318	ZNF318	1171.0	0	210	58	485244	ENCFF545WAL.bed
13763	4	-0.0	0.0	encode_v4_hg19 SP1	SP1	12064.0	0	38686	58	446768	ENCFF553GPK.bed
13764	4	-0.0	0.0	encode_v4_hg19 NR3C1	NR3C1	96.0	0	31	58	485423	ENCFF562UOF.bed
13765	4	-0.0	0.0	encode_v4_hg19 ZNF592	ZNF592	530.0	0	443	58	485011	ENCFF566KDV.bed
13766	4	-0.0	0.0	encode_v4_hg19 CBX1	CBX1	9717.0	0	23391	58	462063	ENCFF566PBY.bed
13767	4	-0.0	0.0	encode_v4_hg19 FOXJ3	FOXJ3	1479.0	0	1238	58	484216	ENCFF567CPM.bed
13768	4	-0.0	0.0	encode_v4_hg19 UBTF	UBTF	9060.0	0	18566	58	466888	ENCFF568ZPW.bed
13769	4	-0.0	0.0	encode_v4_hg19 SREBF1	SREBF1	7808.0	0	6525	58	478929	ENCFF571VYR.bed
13770	4	-0.0	0.0	encode_v4_hg19 EP300	EP300	3036.0	0	1583	58	483871	ENCFF576FCY.bed
13771	4	-0.0	0.0	encode_v4_hg19 ZNF26	ZNF26	2281.0	0	225	58	485229	ENCFF577UYO.bed
13772	4	-0.0	0.0	encode_v4_hg19 OVOL2	OVOL2	294.0	0	702	58	484752	ENCFF581WFU.bed
13773	4	-0.0	0.0	encode_v4_hg19 EP300	EP300	2107.0	0	1278	58	484176	ENCFF583FUX.bed
13774	4	-0.0	0.0	encode_v4_hg19 ETV6	ETV6	2505.0	0	3199	58	482255	ENCFF584QFY.bed
13775	4	-0.0	0.0	encode_v4_hg19 ATAD3A	ATAD3A	1841.0	0	3223	58	482231	ENCFF585SZT.bed
13776	4	-0.0	0.0	encode_v4_hg19 ZNF37A	ZNF37A	1794.0	0	1458	58	483996	ENCFF586ALU.bed
13777	4	-0.0	0.0	encode_v4_hg19 CEBPZ	CEBPZ	1494.0	0	3732	58	481722	ENCFF588GNU.bed
13778	4	-0.0	0.0	encode_v4_hg19 ZNF747	ZNF747	533.0	0	233	58	485221	ENCFF591RCB.bed
13779	4	-0.0	0.0	encode_v4_hg19 SP2	SP2	875.0	0	3905	58	481549	ENCFF591XXC.bed
13780	4	-0.0	0.0	encode_v4_hg19 TFE3	TFE3	22641.0	0	7015	58	478439	ENCFF592NJN.bed
13781	4	-0.0	0.0	encode_v4_hg19 ZUFSP	ZUFSP	544.0	0	874	58	484580	ENCFF594JNI.bed
13782	4	-0.0	0.0	encode_v4_hg19 SP1	SP1	1180.0	0	3031	58	482423	ENCFF594LBX.bed
13783	4	-0.0	0.0	encode_v4_hg19 DMTF1	DMTF1	3748.0	0	10855	58	474599	ENCFF598CBU.bed
13784	4	-0.0	0.0	encode_v4_hg19 CBX2	CBX2	2661.0	0	3534	58	481920	ENCFF598QRD.bed
13785	4	-0.0	0.0	encode_v4_hg19 BMI1	BMI1	2845.0	0	4294	58	481160	ENCFF600KEF.bed
13786	4	-0.0	0.0	encode_v4_hg19 HOMEZ	HOMEZ	2444.0	0	2859	58	482595	ENCFF601LMD.bed
13787	4	-0.0	0.0	encode_v4_hg19 RFX5	RFX5	5822.0	0	15352	58	470102	ENCFF601WHE.bed
13788	4	-0.0	0.0	encode_v4_hg19 MYNN	MYNN	938.0	0	429	58	485025	ENCFF603EAX.bed
13789	4	-0.0	0.0	encode_v4_hg19 MITF	MITF	7498.0	0	9753	58	475701	ENCFF605XYC.bed
13790	4	-0.0	0.0	encode_v4_hg19 ZNF217	ZNF217	2197.0	0	1050	58	484404	ENCFF607VIS.bed
13791	4	-0.0	0.0	encode_v4_hg19 EGR1	EGR1	2465.0	0	6681	58	478773	ENCFF612EIU.bed
13792	4	-0.0	0.0	encode_v4_hg19 ZNF260	ZNF260	1495.0	0	3307	58	482147	ENCFF612MQA.bed
13793	4	-0.0	0.0	encode_v4_hg19 HMGA2	HMGA2	29915.0	0	2646	58	482808	ENCFF614IHQ.bed
13794	4	-0.0	0.0	encode_v4_hg19 ELF4	ELF4	18231.0	0	33917	58	451537	ENCFF616FCV.bed
13795	4	-0.0	0.0	encode_v4_hg19 ZNF615	ZNF615	6433.0	0	14298	58	471156	ENCFF618JPG.bed
13796	4	-0.0	0.0	encode_v4_hg19 IRF3	IRF3	712.0	0	2263	58	483191	ENCFF619GRL.bed
13797	4	-0.0	0.0	encode_v4_hg19 ZNF677	ZNF677	4487.0	0	2895	58	482559	ENCFF619TVD.bed
13798	4	-0.0	0.0	encode_v4_hg19 ZNF44	ZNF44	9819.0	0	23870	58	461584	ENCFF624TVT.bed
13799	4	-0.0	0.0	encode_v4_hg19 NR2C1	NR2C1	10472.0	0	22616	58	462838	ENCFF626EEU.bed
13800	4	-0.0	0.0	encode_v4_hg19 ELF4	ELF4	6842.0	0	19964	58	465490	ENCFF626GYD.bed
13801	4	-0.0	0.0	encode_v4_hg19 ZNF658	ZNF658	634.0	0	393	58	485061	ENCFF626HCO.bed
13802	4	-0.0	0.0	encode_v4_hg19 ZNF20	ZNF20	4672.0	0	15338	58	470116	ENCFF627DNU.bed
13803	4	-0.0	0.0	encode_v4_hg19 ZNF416	ZNF416	923.0	0	715	58	484739	ENCFF632JXE.bed
13804	4	-0.0	0.0	encode_v4_hg19 TBX3	TBX3	4744.0	0	4909	58	480545	ENCFF634YFK.bed
13805	4	-0.0	0.0	encode_v4_hg19 ZNF396	ZNF396	943.0	0	683	58	484771	ENCFF636EFK.bed
13806	4	-0.0	0.0	encode_v4_hg19 JUN	JUN	13116.0	0	20799	58	464655	ENCFF636SGK.bed
13807	4	-0.0	0.0	encode_v4_hg19 CEBPZ	CEBPZ	1289.0	0	5002	58	480452	ENCFF639KLW.bed
13808	4	-0.0	0.0	encode_v4_hg19 ZNF446	ZNF446	9829.0	0	26178	58	459276	ENCFF645VCZ.bed
13809	4	-0.0	0.0	encode_v4_hg19 SRF	SRF	5810.0	0	6395	58	479059	ENCFF648QJE.bed
13810	4	-0.0	0.0	encode_v4_hg19 CLOCK	CLOCK	1931.0	0	2162	58	483292	ENCFF648UJW.bed
13811	4	-0.0	0.0	encode_v4_hg19 ZNF354B	ZNF354B	4167.0	0	2721	58	482733	ENCFF649UCX.bed
13812	4	-0.0	0.0	encode_v4_hg19 REST	REST	6706.0	0	6623	58	478831	ENCFF649VNE.bed
13813	4	-0.0	0.0	encode_v4_hg19 TCF12	TCF12	13047.0	0	27019	58	458435	ENCFF651OAU.bed
13814	4	-0.0	0.0	encode_v4_hg19 ZNF701	ZNF701	1173.0	0	1171	58	484283	ENCFF651OPK.bed
13815	4	-0.0	0.0	encode_v4_hg19 MAZ	MAZ	3630.0	0	7861	58	477593	ENCFF652DIB.bed
13816	4	-0.0	0.0	encode_v4_hg19 USF2	USF2	7977.0	0	6874	58	478580	ENCFF652ELW.bed
13817	4	-0.0	0.0	encode_v4_hg19 SFPQ	SFPQ	235.0	0	314	58	485140	ENCFF652ZEN.bed
13818	4	-0.0	0.0	encode_v4_hg19 ZNF521	ZNF521	748.0	0	30	58	485424	ENCFF655OAS.bed
13819	4	-0.0	0.0	encode_v4_hg19 PBX3	PBX3	9528.0	0	15287	58	470167	ENCFF656HFI.bed
13820	4	-0.0	0.0	encode_v4_hg19 SNAPC5	SNAPC5	631.0	0	201	58	485253	ENCFF656THP.bed
13821	4	-0.0	0.0	encode_v4_hg19 NANOG	NANOG	11592.0	0	3234	58	482220	ENCFF658GFZ.bed
13822	4	-0.0	0.0	encode_v4_hg19 ZNF248	ZNF248	1661.0	0	211	58	485243	ENCFF659RJF.bed
13823	4	-0.0	0.0	encode_v4_hg19 RFX5	RFX5	2627.0	0	5609	58	479845	ENCFF661EUX.bed
13824	4	-0.0	0.0	encode_v4_hg19 HSF1	HSF1	2537.0	0	5371	58	480083	ENCFF663ODL.bed
13825	4	-0.0	0.0	encode_v4_hg19 PRDM4	PRDM4	2696.0	0	5543	58	479911	ENCFF666ISN.bed
13826	4	-0.0	0.0	encode_v4_hg19 ZNF133	ZNF133	7748.0	0	2372	58	483082	ENCFF667WTL.bed
13827	4	-0.0	0.0	encode_v4_hg19 ZNF79	ZNF79	3325.0	0	1914	58	483540	ENCFF670RLH.bed
13828	4	-0.0	0.0	encode_v4_hg19 ZZZ3	ZZZ3	321.0	0	201	58	485253	ENCFF675ARG.bed
13829	4	-0.0	0.0	encode_v4_hg19 ZNF678	ZNF678	7730.0	0	21509	58	463945	ENCFF678IWM.bed
13830	4	-0.0	0.0	encode_v4_hg19 TEAD2	TEAD2	3285.0	0	6171	58	479283	ENCFF680JFD.bed
13831	4	-0.0	0.0	encode_v4_hg19 REST	REST	10584.0	0	7213	58	478241	ENCFF680JMZ.bed
13832	4	-0.0	0.0	encode_v4_hg19 IKZF1	IKZF1	1402.0	0	50	58	485404	ENCFF682RGC.bed
13833	4	-0.0	0.0	encode_v4_hg19 ZNF124	ZNF124	15996.0	0	31393	58	454061	ENCFF683CTP.bed
13834	4	-0.0	0.0	encode_v4_hg19 ATF1	ATF1	13973.0	0	29614	58	455840	ENCFF683OFC.bed
13835	4	-0.0	0.0	encode_v4_hg19 ZBTB34	ZBTB34	1545.0	0	727	58	484727	ENCFF683VXW.bed
13836	4	-0.0	0.0	encode_v4_hg19 HMGXB3	HMGXB3	16025.0	0	31897	58	453557	ENCFF684UHQ.bed
13837	4	-0.0	0.0	encode_v4_hg19 NFKB2	NFKB2	21872.0	0	54540	58	430914	ENCFF687TJX.bed
13838	4	-0.0	0.0	encode_v4_hg19 GABPA	GABPA	10268.0	0	20154	58	465300	ENCFF689GEM.bed
13839	4	-0.0	0.0	encode_v4_hg19 RBPJ	RBPJ	2168.0	0	1496	58	483958	ENCFF691JZW.bed
13840	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	68987.0	0	21195	58	464259	ENCFF692RPA.bed
13841	4	-0.0	0.0	encode_v4_hg19 ELF2	ELF2	9340.0	0	19866	58	465588	ENCFF695PDY.bed
13842	4	-0.0	0.0	encode_v4_hg19 AEBP2	AEBP2	1928.0	0	910	58	484544	ENCFF695WON.bed
13843	4	-0.0	0.0	encode_v4_hg19 ZKSCAN3	ZKSCAN3	1028.0	0	293	58	485161	ENCFF697DRN.bed
13844	4	-0.0	0.0	encode_v4_hg19 ETS1	ETS1	5083.0	0	18119	58	467335	ENCFF697NJT.bed
13845	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	32.0	0	22	58	485432	ENCFF698RLK.bed
13846	4	-0.0	0.0	encode_v4_hg19 ZNF490	ZNF490	4994.0	0	10192	58	475262	ENCFF703APN.bed
13847	4	-0.0	0.0	encode_v4_hg19 TSC22D4	TSC22D4	1521.0	0	106	58	485348	ENCFF705SFR.bed
13848	4	-0.0	0.0	encode_v4_hg19 HMGXB4	HMGXB4	4158.0	0	6568	58	478886	ENCFF708HLM.bed
13849	4	-0.0	0.0	encode_v4_hg19 E2F3	E2F3	8591.0	0	15652	58	469802	ENCFF710UAZ.bed
13850	4	-0.0	0.0	encode_v4_hg19 SREBF2	SREBF2	1645.0	0	3179	58	482275	ENCFF710YFH.bed
13851	4	-0.0	0.0	encode_v4_hg19 MAFK	MAFK	13402.0	0	3511	58	481943	ENCFF710YJK.bed
13852	4	-0.0	0.0	encode_v4_hg19 USF1	USF1	24184.0	0	14840	58	470614	ENCFF712AVW.bed
13853	4	-0.0	0.0	encode_v4_hg19 ETV5	ETV5	32056.0	0	37116	58	448338	ENCFF712HHN.bed
13854	4	-0.0	0.0	encode_v4_hg19 ZNF354B	ZNF354B	2750.0	0	994	58	484460	ENCFF712NHB.bed
13855	4	-0.0	0.0	encode_v4_hg19 SRF	SRF	13164.0	0	19768	58	465686	ENCFF714RQM.bed
13856	4	-0.0	0.0	encode_v4_hg19 ZNF266	ZNF266	4793.0	0	990	58	484464	ENCFF715VBR.bed
13857	4	-0.0	0.0	encode_v4_hg19 ELK1	ELK1	3785.0	0	11829	58	473625	ENCFF715WGN.bed
13858	4	-0.0	0.0	encode_v4_hg19 SRF	SRF	2988.0	0	2419	58	483035	ENCFF716OTE.bed
13859	4	-0.0	0.0	encode_v4_hg19 SREBF2	SREBF2	596.0	0	1164	58	484290	ENCFF716VWY.bed
13860	4	-0.0	0.0	encode_v4_hg19 REST	REST	9796.0	0	6937	58	478517	ENCFF717BYN.bed
13861	4	-0.0	0.0	encode_v4_hg19 ZNF416	ZNF416	4583.0	0	5808	58	479646	ENCFF717CPE.bed
13862	4	-0.0	0.0	encode_v4_hg19 ZNF423	ZNF423	15567.0	0	13020	58	472434	ENCFF717YTN.bed
13863	4	-0.0	0.0	encode_v4_hg19 ZNF318	ZNF318	8029.0	0	15292	58	470162	ENCFF720DYW.bed
13864	4	-0.0	0.0	encode_v4_hg19 CHD7	CHD7	1176.0	0	1357	58	484097	ENCFF722UJW.bed
13865	4	-0.0	0.0	encode_v4_hg19 BCLAF1	BCLAF1	1969.0	0	1557	58	483897	ENCFF725JXZ.bed
13866	4	-0.0	0.0	encode_v4_hg19 NFIX	NFIX	5603.0	0	1320	58	484134	ENCFF726LLI.bed
13867	4	-0.0	0.0	encode_v4_hg19 MXI1	MXI1	7016.0	0	17195	58	468259	ENCFF727RNJ.bed
13868	4	-0.0	0.0	encode_v4_hg19 PRRX2	PRRX2	3373.0	0	3797	58	481657	ENCFF728JNA.bed
13869	4	-0.0	0.0	encode_v4_hg19 SIX4	SIX4	2137.0	0	960	58	484494	ENCFF728MNA.bed
13870	4	-0.0	0.0	encode_v4_hg19 SMAD2	SMAD2	133.0	0	228	58	485226	ENCFF730QQD.bed
13871	4	-0.0	0.0	encode_v4_hg19 TCF7L2	TCF7L2	2088.0	0	4218	58	481236	ENCFF732ZNB.bed
13872	4	-0.0	0.0	encode_v4_hg19 ZNF777	ZNF777	6204.0	0	12094	58	473360	ENCFF735CAY.bed
13873	4	-0.0	0.0	encode_v4_hg19 TCF7	TCF7	5489.0	0	9538	58	475916	ENCFF736XUU.bed
13874	4	-0.0	0.0	encode_v4_hg19 ZNF257	ZNF257	4174.0	0	2105	58	483349	ENCFF738IQL.bed
13875	4	-0.0	0.0	encode_v4_hg19 REST	REST	14601.0	0	7421	58	478033	ENCFF738LQB.bed
13876	4	-0.0	0.0	encode_v4_hg19 EP300	EP300	2422.0	0	2444	58	483010	ENCFF741MWZ.bed
13877	4	-0.0	0.0	encode_v4_hg19 SIX5	SIX5	3449.0	0	8201	58	477253	ENCFF742ZHT.bed
13878	4	-0.0	0.0	encode_v4_hg19 PATZ1	PATZ1	2415.0	0	2432	58	483022	ENCFF743JJF.bed
13879	4	-0.0	0.0	encode_v4_hg19 ZNF48	ZNF48	240.0	0	53	58	485401	ENCFF743NCE.bed
13880	4	-0.0	0.0	encode_v4_hg19 ZNF174	ZNF174	711.0	0	742	58	484712	ENCFF743TLK.bed
13881	4	-0.0	0.0	encode_v4_hg19 USF2	USF2	3617.0	0	4305	58	481149	ENCFF744HVD.bed
13882	4	-0.0	0.0	encode_v4_hg19 E2F4	E2F4	4373.0	0	13222	58	472232	ENCFF744QAC.bed
13883	4	-0.0	0.0	encode_v4_hg19 GLMP	GLMP	1063.0	0	2878	58	482576	ENCFF745JFN.bed
13884	4	-0.0	0.0	encode_v4_hg19 YBX1	YBX1	2254.0	0	135	58	485319	ENCFF745UTS.bed
13885	4	-0.0	0.0	encode_v4_hg19 ZNF432	ZNF432	1312.0	0	2808	58	482646	ENCFF748KIJ.bed
13886	4	-0.0	0.0	encode_v4_hg19 ZBTB40	ZBTB40	5775.0	0	7027	58	478427	ENCFF748PZH.bed
13887	4	-0.0	0.0	encode_v4_hg19 MLLT10	MLLT10	1209.0	0	1608	58	483846	ENCFF748SGP.bed
13888	4	-0.0	0.0	encode_v4_hg19 MYNN	MYNN	1110.0	0	524	58	484930	ENCFF749GMT.bed
13889	4	-0.0	0.0	encode_v4_hg19 BACH1	BACH1	12744.0	0	16531	58	468923	ENCFF749UPP.bed
13890	4	-0.0	0.0	encode_v4_hg19 FOXO4	FOXO4	2717.0	0	2869	58	482585	ENCFF750AGR.bed
13891	4	-0.0	0.0	encode_v4_hg19 MBD1	MBD1	10679.0	0	16943	58	468511	ENCFF751MTJ.bed
13892	4	-0.0	0.0	encode_v4_hg19 TRERF1	TRERF1	1074.0	0	596	58	484858	ENCFF752MWG.bed
13893	4	-0.0	0.0	encode_v4_hg19 ZNF526	ZNF526	5627.0	0	14695	58	470759	ENCFF753CVD.bed
13894	4	-0.0	0.0	encode_v4_hg19 YY2	YY2	8892.0	0	18426	58	467028	ENCFF755NLD.bed
13895	4	-0.0	0.0	encode_v4_hg19 ZNF175	ZNF175	336.0	0	92	58	485362	ENCFF757RXU.bed
13896	4	-0.0	0.0	encode_v4_hg19 KLF11	KLF11	11150.0	0	25509	58	459945	ENCFF760HXD.bed
13897	4	-0.0	0.0	encode_v4_hg19 ELF1	ELF1	4233.0	0	14383	58	471071	ENCFF763LNJ.bed
13898	4	-0.0	0.0	encode_v4_hg19 HSF1	HSF1	928.0	0	1036	58	484418	ENCFF766UTT.bed
13899	4	-0.0	0.0	encode_v4_hg19 CREB3	CREB3	7467.0	0	21400	58	464054	ENCFF767ZRB.bed
13900	4	-0.0	0.0	encode_v4_hg19 RFX1	RFX1	18555.0	0	15533	58	469921	ENCFF768VRG.bed
13901	4	-0.0	0.0	encode_v4_hg19 JUN	JUN	4605.0	0	3175	58	482279	ENCFF769TUY.bed
13902	4	-0.0	0.0	encode_v4_hg19 TRIM28	TRIM28	15253.0	0	11336	58	474118	ENCFF770JQM.bed
13903	4	-0.0	0.0	encode_v4_hg19 CGGBP1	CGGBP1	3439.0	0	4938	58	480516	ENCFF771XZZ.bed
13904	4	-0.0	0.0	encode_v4_hg19 ZNF224	ZNF224	11514.0	0	32514	58	452940	ENCFF772BAU.bed
13905	4	-0.0	0.0	encode_v4_hg19 ZNF548	ZNF548	2709.0	0	1432	58	484022	ENCFF773OGL.bed
13906	4	-0.0	0.0	encode_v4_hg19 BHLHE40	BHLHE40	17795.0	0	21282	58	464172	ENCFF776PGI.bed
13907	4	-0.0	0.0	encode_v4_hg19 MLXIP	MLXIP	5495.0	0	10431	58	475023	ENCFF780JTP.bed
13908	4	-0.0	0.0	encode_v4_hg19 ZNF624	ZNF624	1044.0	0	1259	58	484195	ENCFF780SZL.bed
13909	4	-0.0	0.0	encode_v4_hg19 IRF3	IRF3	1904.0	0	6970	58	478484	ENCFF785MSW.bed
13910	4	-0.0	0.0	encode_v4_hg19 ZBTB33	ZBTB33	2385.0	0	4124	58	481330	ENCFF787GZD.bed
13911	4	-0.0	0.0	encode_v4_hg19 ZNF544	ZNF544	1151.0	0	170	58	485284	ENCFF790PAD.bed
13912	4	-0.0	0.0	encode_v4_hg19 ZZZ3	ZZZ3	8515.0	0	24912	58	460542	ENCFF791UUM.bed
13913	4	-0.0	0.0	encode_v4_hg19 ZNF780A	ZNF780A	951.0	0	858	58	484596	ENCFF794OSY.bed
13914	4	-0.0	0.0	encode_v4_hg19 ID3	ID3	1151.0	0	270	58	485184	ENCFF794SCQ.bed
13915	4	-0.0	0.0	encode_v4_hg19 ZFP1	ZFP1	3467.0	0	1819	58	483635	ENCFF795AWO.bed
13916	4	-0.0	0.0	encode_v4_hg19 ZNF532	ZNF532	3146.0	0	3006	58	482448	ENCFF795EGN.bed
13917	4	-0.0	0.0	encode_v4_hg19 ZNF569	ZNF569	3894.0	0	12642	58	472812	ENCFF795VJZ.bed
