	Model Cluster	p Value Log	Odds Ratio	Description	Antibody	Size	Cluster Site - TF Region Overlap (a)	TF Region Only (b)	Cluster Site Only (c)	Assessed Methylation Background (d)	ENOCDE File
13478	4	-0.0	0.0	encode_v4_hg19 REST	REST	6703.0	0	5500	58	479954	ENCFF087KDW.bed
13479	4	-0.0	0.0	encode_v4_hg19 RFX1	RFX1	5929.0	0	9158	58	476296	ENCFF088YXY.bed
13480	4	-0.0	0.0	encode_v4_hg19 GLI4	GLI4	4671.0	0	8909	58	476545	ENCFF088ZHH.bed
13481	4	-0.0	0.0	encode_v4_hg19 RELA	RELA	6488.0	0	13807	58	471647	ENCFF089XCL.bed
13482	4	-0.0	0.0	encode_v4_hg19 SRF	SRF	3115.0	0	4566	58	480888	ENCFF089YRX.bed
13483	4	-0.0	0.0	encode_v4_hg19 E2F4	E2F4	1220.0	0	3291	58	482163	ENCFF090CEP.bed
13484	4	-0.0	0.0	encode_v4_hg19 ZMAT4	ZMAT4	2075.0	0	1709	58	483745	ENCFF092WKT.bed
13485	4	-0.0	0.0	encode_v4_hg19 ZNF518B	ZNF518B	712.0	0	363	58	485091	ENCFF096AYV.bed
13486	4	-0.0	0.0	encode_v4_hg19 REST	REST	11941.0	0	6201	58	479253	ENCFF096JDA.bed
13487	4	-0.0	0.0	encode_v4_hg19 EP300	EP300	4730.0	0	4002	58	481452	ENCFF099PQM.bed
13488	4	-0.0	0.0	encode_v4_hg19 EGR1	EGR1	11338.0	0	18491	58	466963	ENCFF100KKH.bed
13489	4	-0.0	0.0	encode_v4_hg19 ESRRB	ESRRB	990.0	0	885	58	484569	ENCFF106ECV.bed
13490	4	-0.0	0.0	encode_v4_hg19 ZFP3	ZFP3	3842.0	0	1965	58	483489	ENCFF107KSN.bed
13491	4	-0.0	0.0	encode_v4_hg19 ZNF510	ZNF510	10840.0	0	31061	58	454393	ENCFF108PPK.bed
13492	4	-0.0	0.0	encode_v4_hg19 ZNF157	ZNF157	3024.0	0	1176	58	484278	ENCFF110SBW.bed
13493	4	-0.0	0.0	encode_v4_hg19 ZNF626	ZNF626	2171.0	0	1290	58	484164	ENCFF114HLX.bed
13494	4	-0.0	0.0	encode_v4_hg19 ZNF576	ZNF576	5492.0	0	11600	58	473854	ENCFF115ENN.bed
13495	4	-0.0	0.0	encode_v4_hg19 FOXJ3	FOXJ3	730.0	0	1417	58	484037	ENCFF117RRT.bed
13496	4	-0.0	0.0	encode_v4_hg19 REST	REST	10402.0	0	19686	58	465768	ENCFF118ECK.bed
13497	4	-0.0	0.0	encode_v4_hg19 ZNF232	ZNF232	16449.0	0	33466	58	451988	ENCFF119UOZ.bed
13498	4	-0.0	0.0	encode_v4_hg19 STAT5B	STAT5B	606.0	0	94	58	485360	ENCFF122FTW.bed
13499	4	-0.0	0.0	encode_v4_hg19 SMAD4	SMAD4	2808.0	0	5805	58	479649	ENCFF126SGU.bed
13500	4	-0.0	0.0	encode_v4_hg19 NFIB	NFIB	2444.0	0	3240	58	482214	ENCFF127ZZG.bed
13501	4	-0.0	0.0	encode_v4_hg19 NFE2L2	NFE2L2	10423.0	0	2448	58	483006	ENCFF130LVT.bed
13502	4	-0.0	0.0	encode_v4_hg19 PHTF2	PHTF2	1600.0	0	1438	58	484016	ENCFF130WQT.bed
13503	4	-0.0	0.0	encode_v4_hg19 SRF	SRF	10111.0	0	22091	58	463363	ENCFF131TYZ.bed
13504	4	-0.0	0.0	encode_v4_hg19 MLX	MLX	15771.0	0	20109	58	465345	ENCFF132AJP.bed
13505	4	-0.0	0.0	encode_v4_hg19 HES1	HES1	3192.0	0	1314	58	484140	ENCFF132MJX.bed
13506	4	-0.0	0.0	encode_v4_hg19 ZNF384	ZNF384	20160.0	0	4948	58	480506	ENCFF134HBK.bed
13507	4	-0.0	0.0	encode_v4_hg19 MNT	MNT	10670.0	0	23795	58	461659	ENCFF135JMT.bed
13508	4	-0.0	0.0	encode_v4_hg19 TCF7L2	TCF7L2	11602.0	0	7378	58	478076	ENCFF136SOA.bed
13509	4	-0.0	0.0	encode_v4_hg19 NR4A1	NR4A1	4788.0	0	6871	58	478583	ENCFF137TCL.bed
13510	4	-0.0	0.0	encode_v4_hg19 ZNF433	ZNF433	3786.0	0	466	58	484988	ENCFF139XGF.bed
13511	4	-0.0	0.0	encode_v4_hg19 FUBP1	FUBP1	4438.0	0	7671	58	477783	ENCFF139XIZ.bed
13512	4	-0.0	0.0	encode_v4_hg19 SREBF2	SREBF2	2803.0	0	6754	58	478700	ENCFF139YNT.bed
13513	4	-0.0	0.0	encode_v4_hg19 RFX5	RFX5	7320.0	0	16097	58	469357	ENCFF141FYD.bed
13514	4	-0.0	0.0	encode_v4_hg19 ZNF785	ZNF785	4560.0	0	7623	58	477831	ENCFF141YOK.bed
13515	4	-0.0	0.0	encode_v4_hg19 NFXL1	NFXL1	1401.0	0	688	58	484766	ENCFF142NAV.bed
13516	4	-0.0	0.0	encode_v4_hg19 KLF10	KLF10	1061.0	0	671	58	484783	ENCFF142ZTD.bed
13517	4	-0.0	0.0	encode_v4_hg19 ILK	ILK	1457.0	0	214	58	485240	ENCFF143MEF.bed
13518	4	-0.0	0.0	encode_v4_hg19 TSHZ1	TSHZ1	2643.0	0	1439	58	484015	ENCFF144ZLB.bed
13519	4	-0.0	0.0	encode_v4_hg19 ZBTB33	ZBTB33	3345.0	0	4409	58	481045	ENCFF146GZZ.bed
13520	4	-0.0	0.0	encode_v4_hg19 ZBTB24	ZBTB24	1518.0	0	2886	58	482568	ENCFF148RPN.bed
13521	4	-0.0	0.0	encode_v4_hg19 EMX1	EMX1	3953.0	0	7486	58	477968	ENCFF149LMA.bed
13522	4	-0.0	0.0	encode_v4_hg19 ZSCAN29	ZSCAN29	15647.0	0	20399	58	465055	ENCFF151WYQ.bed
13523	4	-0.0	0.0	encode_v4_hg19 GATA4	GATA4	13533.0	0	23844	58	461610	ENCFF154VTV.bed
13524	4	-0.0	0.0	encode_v4_hg19 ZNF655	ZNF655	792.0	0	524	58	484930	ENCFF156EZP.bed
13525	4	-0.0	0.0	encode_v4_hg19 HMG20A	HMG20A	25790.0	0	14653	58	470801	ENCFF156UNQ.bed
13526	4	-0.0	0.0	encode_v4_hg19 PRDM15	PRDM15	1763.0	0	1944	58	483510	ENCFF157HQD.bed
13527	4	-0.0	0.0	encode_v4_hg19 GABPA	GABPA	11784.0	0	31257	58	454197	ENCFF157KZY.bed
13528	4	-0.0	0.0	encode_v4_hg19 ZNF717	ZNF717	1541.0	0	1492	58	483962	ENCFF159END.bed
13529	4	-0.0	0.0	encode_v4_hg19 ZNF274	ZNF274	1132.0	0	103	58	485351	ENCFF161LMP.bed
13530	4	-0.0	0.0	encode_v4_hg19 ADNP	ADNP	7719.0	0	5166	58	480288	ENCFF162UZN.bed
13531	4	-0.0	0.0	encode_v4_hg19 RFX3	RFX3	5754.0	0	9432	58	476022	ENCFF164JZB.bed
13532	4	-0.0	0.0	encode_v4_hg19 ZNF778	ZNF778	286.0	0	49	58	485405	ENCFF165JQS.bed
13533	4	-0.0	0.0	encode_v4_hg19 GABPA	GABPA	7541.0	0	16136	58	469318	ENCFF168BDU.bed
13534	4	-0.0	0.0	encode_v4_hg19 ZNF473	ZNF473	1053.0	0	334	58	485120	ENCFF170YAZ.bed
13535	4	-0.0	0.0	encode_v4_hg19 SP1	SP1	7854.0	0	16500	58	468954	ENCFF171NEU.bed
13536	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	1018.0	0	117	58	485337	ENCFF173APP.bed
13537	4	-0.0	0.0	encode_v4_hg19 ZNF560	ZNF560	3475.0	0	862	58	484592	ENCFF173MMC.bed
13538	4	-0.0	0.0	encode_v4_hg19 E2F6	E2F6	31270.0	0	52358	58	433096	ENCFF174AVU.bed
13539	4	-0.0	0.0	encode_v4_hg19 ZBTB37	ZBTB37	8164.0	0	9807	58	475647	ENCFF180WMP.bed
13540	4	-0.0	0.0	encode_v4_hg19 ZNF397	ZNF397	2918.0	0	3025	58	482429	ENCFF193BGB.bed
13541	4	-0.0	0.0	encode_v4_hg19 ZNF426	ZNF426	8846.0	0	480	58	484974	ENCFF193XBL.bed
13542	4	-0.0	0.0	encode_v4_hg19 ZBED5	ZBED5	4808.0	0	9391	58	476063	ENCFF195YPT.bed
13543	4	-0.0	0.0	encode_v4_hg19 USF2	USF2	4448.0	0	6702	58	478752	ENCFF196JQW.bed
13544	4	-0.0	0.0	encode_v4_hg19 TBP	TBP	2669.0	0	6354	58	479100	ENCFF196KRF.bed
13545	4	-0.0	0.0	encode_v4_hg19 ZNF791	ZNF791	2877.0	0	675	58	484779	ENCFF196LGK.bed
13546	4	-0.0	0.0	encode_v4_hg19 TBP	TBP	18226.0	0	36712	58	448742	ENCFF198GZQ.bed
13547	4	-0.0	0.0	encode_v4_hg19 REST	REST	2466.0	0	1042	58	484412	ENCFF200SDQ.bed
13548	4	-0.0	0.0	encode_v4_hg19 NFXL1	NFXL1	3057.0	0	1843	58	483611	ENCFF201WFM.bed
13549	4	-0.0	0.0	encode_v4_hg19 BHLHE40	BHLHE40	732.0	0	1281	58	484173	ENCFF202YZL.bed
13550	4	-0.0	0.0	encode_v4_hg19 ZNF408	ZNF408	662.0	0	377	58	485077	ENCFF207MLR.bed
13551	4	-0.0	0.0	encode_v4_hg19 ZNF140	ZNF140	1141.0	0	318	58	485136	ENCFF207XCM.bed
13552	4	-0.0	0.0	encode_v4_hg19 ZNF700	ZNF700	2269.0	0	1220	58	484234	ENCFF208OME.bed
13553	4	-0.0	0.0	encode_v4_hg19 CERS6	CERS6	2534.0	0	4979	58	480475	ENCFF209MHH.bed
13554	4	-0.0	0.0	encode_v4_hg19 TEAD2	TEAD2	4579.0	0	2122	58	483332	ENCFF209WPT.bed
13555	4	-0.0	0.0	encode_v4_hg19 ESRRA	ESRRA	8633.0	0	5329	58	480125	ENCFF214ICQ.bed
13556	4	-0.0	0.0	encode_v4_hg19 ZNF660	ZNF660	1462.0	0	3619	58	481835	ENCFF215UIS.bed
13557	4	-0.0	0.0	encode_v4_hg19 EEA1	EEA1	9291.0	0	23730	58	461724	ENCFF217STG.bed
13558	4	-0.0	0.0	encode_v4_hg19 SOX13	SOX13	11886.0	0	8896	58	476558	ENCFF218BAR.bed
13559	4	-0.0	0.0	encode_v4_hg19 FOXK2	FOXK2	1051.0	0	1422	58	484032	ENCFF222VDW.bed
13560	4	-0.0	0.0	encode_v4_hg19 ZFP62	ZFP62	1442.0	0	3425	58	482029	ENCFF224RFJ.bed
13561	4	-0.0	0.0	encode_v4_hg19 ZNF645	ZNF645	2047.0	0	2573	58	482881	ENCFF226NBR.bed
13562	4	-0.0	0.0	encode_v4_hg19 FOXK2	FOXK2	1513.0	0	2191	58	483263	ENCFF226PMF.bed
13563	4	-0.0	0.0	encode_v4_hg19 ELK4	ELK4	1913.0	0	6707	58	478747	ENCFF226QHL.bed
13564	4	-0.0	0.0	encode_v4_hg19 ZBTB11	ZBTB11	4050.0	0	10292	58	475162	ENCFF227HVU.bed
13565	4	-0.0	0.0	encode_v4_hg19 ZC3H8	ZC3H8	1927.0	0	2152	58	483302	ENCFF230DZT.bed
13566	4	-0.0	0.0	encode_v4_hg19 NFATC4	NFATC4	2988.0	0	2711	58	482743	ENCFF230EPT.bed
13567	4	-0.0	0.0	encode_v4_hg19 ZNF512	ZNF512	6191.0	0	8759	58	476695	ENCFF233OIC.bed
13568	4	-0.0	0.0	encode_v4_hg19 ZNF23	ZNF23	955.0	0	637	58	484817	ENCFF233UEH.bed
13569	4	-0.0	0.0	encode_v4_hg19 ZNF367	ZNF367	4596.0	0	10766	58	474688	ENCFF236CPT.bed
13570	4	-0.0	0.0	encode_v4_hg19 ZNF143	ZNF143	8895.0	0	16255	58	469199	ENCFF236NLF.bed
13571	4	-0.0	0.0	encode_v4_hg19 ZNF112	ZNF112	1400.0	0	141	58	485313	ENCFF239EWM.bed
13572	4	-0.0	0.0	encode_v4_hg19 ZNF514	ZNF514	1160.0	0	157	58	485297	ENCFF241FHJ.bed
13573	4	-0.0	0.0	encode_v4_hg19 ZEB2	ZEB2	25611.0	0	21700	58	463754	ENCFF242AOL.bed
13574	4	-0.0	0.0	encode_v4_hg19 SMAD1	SMAD1	11301.0	0	32373	58	453081	ENCFF243JXS.bed
13575	4	-0.0	0.0	encode_v4_hg19 EP300	EP300	10173.0	0	14416	58	471038	ENCFF244VKF.bed
13576	4	-0.0	0.0	encode_v4_hg19 PREB	PREB	2448.0	0	4945	58	480509	ENCFF249NCB.bed
13577	4	-0.0	0.0	encode_v4_hg19 CEBPZ	CEBPZ	487.0	0	1294	58	484160	ENCFF250DNU.bed
13578	4	-0.0	0.0	encode_v4_hg19 ZNF280B	ZNF280B	1772.0	0	509	58	484945	ENCFF253UAF.bed
13579	4	-0.0	0.0	encode_v4_hg19 ZNF407	ZNF407	4505.0	0	8740	58	476714	ENCFF255HEF.bed
13580	4	-0.0	0.0	encode_v4_hg19 ZNF616	ZNF616	8983.0	0	23925	58	461529	ENCFF255QEY.bed
13581	4	-0.0	0.0	encode_v4_hg19 NFYB	NFYB	15423.0	0	36395	58	449059	ENCFF257CCO.bed
13582	4	-0.0	0.0	encode_v4_hg19 SP4	SP4	7876.0	0	28494	58	456960	ENCFF257FUV.bed
13583	4	-0.0	0.0	encode_v4_hg19 ZNF24	ZNF24	11361.0	0	9497	58	475957	ENCFF258VTL.bed
13584	4	-0.0	0.0	encode_v4_hg19 CREB1	CREB1	7246.0	0	20727	58	464727	ENCFF259FVH.bed
13585	4	-0.0	0.0	encode_v4_hg19 ZNF549	ZNF549	2663.0	0	5001	58	480453	ENCFF259UJN.bed
13586	4	-0.0	0.0	encode_v4_hg19 FOXK2	FOXK2	9142.0	0	10917	58	474537	ENCFF260APL.bed
13587	4	-0.0	0.0	encode_v4_hg19 ZBTB33	ZBTB33	10392.0	0	15830	58	469624	ENCFF260GEA.bed
13588	4	-0.0	0.0	encode_v4_hg19 ZBTB33	ZBTB33	33094.0	0	24957	58	460497	ENCFF260XMT.bed
13589	4	-0.0	0.0	encode_v4_hg19 ZNF460	ZNF460	16479.0	0	9379	58	476075	ENCFF261NJZ.bed
13590	4	-0.0	0.0	encode_v4_hg19 ZNF610	ZNF610	12618.0	0	24410	58	461044	ENCFF261PRO.bed
13591	4	-0.0	0.0	encode_v4_hg19 ZNF713	ZNF713	6050.0	0	14720	58	470734	ENCFF262CSX.bed
13592	4	-0.0	0.0	encode_v4_hg19 BCL11A	BCL11A	889.0	0	169	58	485285	ENCFF262EKX.bed
13593	4	-0.0	0.0	encode_v4_hg19 ZNF184	ZNF184	8906.0	0	4456	58	480998	ENCFF266FUJ.bed
13594	4	-0.0	0.0	encode_v4_hg19 ZNF274	ZNF274	1091.0	0	84	58	485370	ENCFF274VMH.bed
13595	4	-0.0	0.0	encode_v4_hg19 ELK1	ELK1	6084.0	0	19415	58	466039	ENCFF279OML.bed
13596	4	-0.0	0.0	encode_v4_hg19 MSX2	MSX2	10023.0	0	8100	58	477354	ENCFF283FBB.bed
13597	4	-0.0	0.0	encode_v4_hg19 SP1	SP1	20394.0	0	30712	58	454742	ENCFF284JVS.bed
13598	4	-0.0	0.0	encode_v4_hg19 ZNF202	ZNF202	5657.0	0	1650	58	483804	ENCFF284XHX.bed
13599	4	-0.0	0.0	encode_v4_hg19 ZNF140	ZNF140	7937.0	0	807	58	484647	ENCFF285WQB.bed
13600	4	-0.0	0.0	encode_v4_hg19 YBX1	YBX1	526.0	0	45	58	485409	ENCFF286IPW.bed
13601	4	-0.0	0.0	encode_v4_hg19 JUND	JUND	12796.0	0	13801	58	471653	ENCFF287KKY.bed
13602	4	-0.0	0.0	encode_v4_hg19 EP300	EP300	11911.0	0	4043	58	481411	ENCFF290DJX.bed
13603	4	-0.0	0.0	encode_v4_hg19 KLF6	KLF6	17984.0	0	39866	58	445588	ENCFF290IVM.bed
13604	4	-0.0	0.0	encode_v4_hg19 ZNF30	ZNF30	5211.0	0	13571	58	471883	ENCFF290UUF.bed
13605	4	-0.0	0.0	encode_v4_hg19 IRF3	IRF3	1846.0	0	6279	58	479175	ENCFF291VFT.bed
13606	4	-0.0	0.0	encode_v4_hg19 ZKSCAN1	ZKSCAN1	7149.0	0	7304	58	478150	ENCFF293NUD.bed
13607	4	-0.0	0.0	encode_v4_hg19 ZNF132	ZNF132	213.0	0	25	58	485429	ENCFF293RLS.bed
13608	4	-0.0	0.0	encode_v4_hg19 ZNF221	ZNF221	1009.0	0	1500	58	483954	ENCFF297VNY.bed
13609	4	-0.0	0.0	encode_v4_hg19 ZNF671	ZNF671	2752.0	0	2061	58	483393	ENCFF300TKM.bed
13610	4	-0.0	0.0	encode_v4_hg19 TEAD4	TEAD4	3853.0	0	5498	58	479956	ENCFF303CVC.bed
13611	4	-0.0	0.0	encode_v4_hg19 ZNF211	ZNF211	1430.0	0	244	58	485210	ENCFF303QIA.bed
13612	4	-0.0	0.0	encode_v4_hg19 NFE2	NFE2	3501.0	0	2468	58	482986	ENCFF306ZFX.bed
13613	4	-0.0	0.0	encode_v4_hg19 NRF1	NRF1	16443.0	0	46908	58	438546	ENCFF308STQ.bed
13614	4	-0.0	0.0	encode_v4_hg19 SP2	SP2	2382.0	0	8147	58	477307	ENCFF309QRC.bed
13615	4	-0.0	0.0	encode_v4_hg19 ZNF707	ZNF707	2346.0	0	818	58	484636	ENCFF313FQE.bed
13616	4	-0.0	0.0	encode_v4_hg19 CREB1	CREB1	38450.0	0	33598	58	451856	ENCFF314KET.bed
13617	4	-0.0	0.0	encode_v4_hg19 ZNF404	ZNF404	2083.0	0	550	58	484904	ENCFF315XFX.bed
13618	4	-0.0	0.0	encode_v4_hg19 ZMIZ1	ZMIZ1	1077.0	0	1487	58	483967	ENCFF316IYH.bed
13619	4	-0.0	0.0	encode_v4_hg19 SRF	SRF	14154.0	0	34943	58	450511	ENCFF316WFA.bed
13620	4	-0.0	0.0	encode_v4_hg19 ZNF436	ZNF436	2580.0	0	2006	58	483448	ENCFF318ZUN.bed
13621	4	-0.0	0.0	encode_v4_hg19 ZNF512B	ZNF512B	4820.0	0	3996	58	481458	ENCFF320KEW.bed
13622	4	-0.0	0.0	encode_v4_hg19 GATA3	GATA3	19964.0	0	1864	58	483590	ENCFF321MGL.bed
13623	4	-0.0	0.0	encode_v4_hg19 ZNF10	ZNF10	817.0	0	1289	58	484165	ENCFF321MKV.bed
13624	4	-0.0	0.0	encode_v4_hg19 ARNT	ARNT	4262.0	0	4885	58	480569	ENCFF324ORA.bed
13625	4	-0.0	0.0	encode_v4_hg19 GATAD2B	GATAD2B	7750.0	0	4551	58	480903	ENCFF327XIO.bed
13626	4	-0.0	0.0	encode_v4_hg19 ZFP1	ZFP1	12285.0	0	19842	58	465612	ENCFF330SXS.bed
13627	4	-0.0	0.0	encode_v4_hg19 ZNF839	ZNF839	8049.0	0	21527	58	463927	ENCFF332MPQ.bed
13628	4	-0.0	0.0	encode_v4_hg19 ZNF239	ZNF239	3312.0	0	3616	58	481838	ENCFF333FLF.bed
13629	4	-0.0	0.0	encode_v4_hg19 SP1	SP1	16014.0	0	34386	58	451068	ENCFF333SWC.bed
13630	4	-0.0	0.0	encode_v4_hg19 ZNF513	ZNF513	11580.0	0	8547	58	476907	ENCFF333YTG.bed
13631	4	-0.0	0.0	encode_v4_hg19 ZNF302	ZNF302	1042.0	0	825	58	484629	ENCFF334IIH.bed
13632	4	-0.0	0.0	encode_v4_hg19 GATA3	GATA3	7827.0	0	595	58	484859	ENCFF336XFC.bed
13633	4	-0.0	0.0	encode_v4_hg19 SOX18	SOX18	7568.0	0	17259	58	468195	ENCFF338YFQ.bed
13634	4	-0.0	0.0	encode_v4_hg19 ZBTB7B	ZBTB7B	7245.0	0	9132	58	476322	ENCFF339BDC.bed
13635	4	-0.0	0.0	encode_v4_hg19 SMAD9	SMAD9	5131.0	0	11050	58	474404	ENCFF339ZPY.bed
13636	4	-0.0	0.0	encode_v4_hg19 NFXL1	NFXL1	4600.0	0	1933	58	483521	ENCFF341CNM.bed
13637	4	-0.0	0.0	encode_v4_hg19 CBX2	CBX2	98.0	0	162	58	485292	ENCFF341HVV.bed
13638	4	-0.0	0.0	encode_v4_hg19 ATF3	ATF3	15585.0	0	18171	58	467283	ENCFF349HIP.bed
13639	4	-0.0	0.0	encode_v4_hg19 ZNF24	ZNF24	5570.0	0	6840	58	478614	ENCFF349PJY.bed
13640	4	-0.0	0.0	encode_v4_hg19 ELF1	ELF1	14854.0	0	29400	58	456054	ENCFF350OMH.bed
13641	4	-0.0	0.0	encode_v4_hg19 MYRF	MYRF	5668.0	0	12506	58	472948	ENCFF351COM.bed
13642	4	-0.0	0.0	encode_v4_hg19 ATF2	ATF2	8560.0	0	18198	58	467256	ENCFF352KLD.bed
13643	4	-0.0	0.0	encode_v4_hg19 ZNF785	ZNF785	573.0	0	203	58	485251	ENCFF352NGK.bed
13644	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	5536.0	0	4938	58	480516	ENCFF354AMH.bed
13645	4	-0.0	0.0	encode_v4_hg19 ZNF704	ZNF704	1441.0	0	2306	58	483148	ENCFF355FWU.bed
13646	4	-0.0	0.0	encode_v4_hg19 ZBTB33	ZBTB33	7683.0	0	3616	58	481838	ENCFF356WOE.bed
13647	4	-0.0	0.0	encode_v4_hg19 TCF7L2	TCF7L2	4162.0	0	948	58	484506	ENCFF361NJR.bed
13648	4	-0.0	0.0	encode_v4_hg19 ZNF114	ZNF114	3172.0	0	3267	58	482187	ENCFF368TYC.bed
13649	4	-0.0	0.0	encode_v4_hg19 STAT5B	STAT5B	4645.0	0	8089	58	477365	ENCFF370XOM.bed
13650	4	-0.0	0.0	encode_v4_hg19 CDX4	CDX4	495.0	0	359	58	485095	ENCFF371MSO.bed
13651	4	-0.0	0.0	encode_v4_hg19 E2F2	E2F2	6777.0	0	16161	58	469293	ENCFF372PXU.bed
13652	4	-0.0	0.0	encode_v4_hg19 THAP7	THAP7	3477.0	0	6885	58	478569	ENCFF372YFU.bed
13653	4	-0.0	0.0	encode_v4_hg19 TFDP1	TFDP1	23261.0	0	43070	58	442384	ENCFF373SRR.bed
13654	4	-0.0	0.0	encode_v4_hg19 RUNX1	RUNX1	3789.0	0	4898	58	480556	ENCFF374EFU.bed
13655	4	-0.0	0.0	encode_v4_hg19 GMEB2	GMEB2	5576.0	0	18506	58	466948	ENCFF378GRS.bed
13656	4	-0.0	0.0	encode_v4_hg19 PRDM2	PRDM2	1561.0	0	2507	58	482947	ENCFF379CCD.bed
13657	4	-0.0	0.0	encode_v4_hg19 ZNF331	ZNF331	2242.0	0	859	58	484595	ENCFF379GSW.bed
13658	4	-0.0	0.0	encode_v4_hg19 ZNF398	ZNF398	1012.0	0	159	58	485295	ENCFF380KJB.bed
13659	4	-0.0	0.0	encode_v4_hg19 POU5F1	POU5F1	5015.0	0	1412	58	484042	ENCFF383EYO.bed
13660	4	-0.0	0.0	encode_v4_hg19 SIX5	SIX5	3416.0	0	6570	58	478884	ENCFF384KWP.bed
13661	4	-0.0	0.0	encode_v4_hg19 ZBTB25	ZBTB25	19525.0	0	36001	58	449453	ENCFF384TZN.bed
13662	4	-0.0	0.0	encode_v4_hg19 MYC	MYC	9455.0	0	7958	58	477496	ENCFF385LDF.bed
13663	4	-0.0	0.0	encode_v4_hg19 ZNF484	ZNF484	2225.0	0	4913	58	480541	ENCFF388IZF.bed
13664	4	-0.0	0.0	encode_v4_hg19 ZNF549	ZNF549	3706.0	0	1192	58	484262	ENCFF389COE.bed
13665	4	-0.0	0.0	encode_v4_hg19 ZNF776	ZNF776	13319.0	0	39199	58	446255	ENCFF396ZSB.bed
13666	4	-0.0	0.0	encode_v4_hg19 ZNF121	ZNF121	32728.0	0	11346	58	474108	ENCFF398HZM.bed
13667	4	-0.0	0.0	encode_v4_hg19 JUND	JUND	13991.0	0	10429	58	475025	ENCFF398OOD.bed
13668	4	-0.0	0.0	encode_v4_hg19 ELK1	ELK1	9701.0	0	21731	58	463723	ENCFF399YOO.bed
13669	4	-0.0	0.0	encode_v4_hg19 GATAD2B	GATAD2B	1881.0	0	1219	58	484235	ENCFF401YUZ.bed
13670	4	-0.0	0.0	encode_v4_hg19 TBX18	TBX18	6166.0	0	7218	58	478236	ENCFF405EGZ.bed
13671	4	-0.0	0.0	encode_v4_hg19 CTCF	CTCF	765.0	0	869	58	484585	ENCFF405VLP.bed
13672	4	-0.0	0.0	encode_v4_hg19 ZNF180	ZNF180	2767.0	0	6037	58	479417	ENCFF405YXO.bed
13673	4	-0.0	0.0	encode_v4_hg19 ZSCAN29	ZSCAN29	4521.0	0	7193	58	478261	ENCFF407STM.bed
13674	4	-0.0	0.0	encode_v4_hg19 ZNF362	ZNF362	29159.0	0	10391	58	475063	ENCFF409GGL.bed
13675	4	-0.0	0.0	encode_v4_hg19 ZNF12	ZNF12	18469.0	0	17922	58	467532	ENCFF409PJJ.bed
13676	4	-0.0	0.0	encode_v4_hg19 ZNF148	ZNF148	2259.0	0	2131	58	483323	ENCFF410SFG.bed
13677	4	-0.0	0.0	encode_v4_hg19 AKNA	AKNA	3767.0	0	8679	58	476775	ENCFF411GOS.bed
13678	4	-0.0	0.0	encode_v4_hg19 LCORL	LCORL	8681.0	0	4603	58	480851	ENCFF413PEE.bed
13679	4	-0.0	0.0	encode_v4_hg19 HNF4G	HNF4G	16170.0	0	23400	58	462054	ENCFF413UQM.bed
13680	4	-0.0	0.0	encode_v4_hg19 ZNF550	ZNF550	5091.0	0	10023	58	475431	ENCFF414GKA.bed
13681	4	-0.0	0.0	encode_v4_hg19 NRF1	NRF1	4869.0	0	10716	58	474738	ENCFF414RES.bed
13682	4	-0.0	0.0	encode_v4_hg19 AR	AR	3136.0	0	2833	58	482621	ENCFF414STO.bed
13683	4	-0.0	0.0	encode_v4_hg19 TCF15	TCF15	3278.0	0	2522	58	482932	ENCFF415MKA.bed
13684	4	-0.0	0.0	encode_v4_hg19 ZNF445	ZNF445	2877.0	0	2009	58	483445	ENCFF416TFM.bed
13685	4	-0.0	0.0	encode_v4_hg19 RNF219	RNF219	1307.0	0	1106	58	484348	ENCFF417FFL.bed
13686	4	-0.0	0.0	encode_v4_hg19 ONECUT2	ONECUT2	10573.0	0	9391	58	476063	ENCFF417HLM.bed
13687	4	-0.0	0.0	encode_v4_hg19 RBAK	RBAK	2745.0	0	1165	58	484289	ENCFF418OFS.bed
13688	4	-0.0	0.0	encode_v4_hg19 LEF1	LEF1	2706.0	0	4047	58	481407	ENCFF420OHR.bed
13689	4	-0.0	0.0	encode_v4_hg19 ELF1	ELF1	5367.0	0	15022	58	470432	ENCFF420PYW.bed
13690	4	-0.0	0.0	encode_v4_hg19 BCL3	BCL3	17763.0	0	46410	58	439044	ENCFF424FZS.bed
13691	4	-0.0	0.0	encode_v4_hg19 YBX1	YBX1	3391.0	0	50	58	485404	ENCFF425AHN.bed
13692	4	-0.0	0.0	encode_v4_hg19 ZNF547	ZNF547	3889.0	0	3348	58	482106	ENCFF425YHJ.bed
13693	4	-0.0	0.0	encode_v4_hg19 EGR1	EGR1	10037.0	0	18158	58	467296	ENCFF427RSA.bed
13694	4	-0.0	0.0	encode_v4_hg19 ELK1	ELK1	6448.0	0	19641	58	465813	ENCFF427XNV.bed
13695	4	-0.0	0.0	encode_v4_hg19 ZNF274	ZNF274	379.0	0	26	58	485428	ENCFF428SMH.bed
13696	4	-0.0	0.0	encode_v4_hg19 ZBTB14	ZBTB14	9821.0	0	27734	58	457720	ENCFF428ZPS.bed
13697	4	-0.0	0.0	encode_v4_hg19 TCF12	TCF12	88.0	0	3	58	485451	ENCFF429ZSH.bed
